Year,LoanCharacteristicsID,Bank,FIPSStateNumericCode,FIPSCountyCode,CoreBasedStatisticalAreaCode,CensusTractIdentifier,CensusTractMinorityRatioPercent,CensusTractMedFamIncomeAmount,LocalAreaMedianIncomeAmount,TotalMonthlyIncomeAmount,HUDMedianIncomeAmount,LoanAcquisitionActualUPBAmt,LTVRatioPercent,NoteDate,LoanAcquisitionDate,LoanPurposeType,ProductCategoryName,MortgageType,ScheduledTotalPaymentCount,LoanAmortizationMaxTermMonths,MortgageLoanSellerInstType,BorrowerCount,BorrowerFirstTimeHomebuyer,Borrower1Race1Type,Borrower2Race1Type,Borrower1SexType,Borrower2SexType,Borrower1AgeAtApplicationYears,Borrower2AgeAtApplicationYears,PropertyUsageType,PropertyUnitCount,NoteRatePercent,NoteAmount,HousingExpenseRatioPercent,TotalDebtExpenseRatioPercent,Borrower1CreditScoreValue,Borrower2CreditScoreValue,PMICoveragePercent,EmploymentBorrowerSelfEmployed,PropertyType,IndexSourceType,MarginRatePercent,PrepaymentPenaltyExpirationDate,Borrower1EthnicityType,Borrower1Race2Type,Borrower1Race3Type,Borrower1Race4Type,Borrower1Race5Type,Borrower2EthnicityType,Borrower2Race2Type,Borrower2Race3Type,Borrower2Race4Type,Borrower2Race5Type,HOEPALoanStatusType,LienPriorityType
2023,2749718,Boston,25,017,14460,3561,24.084,154306,123334,26057,141300,688000,80,2023,2023,1,01,0,360,360,01,2,1,6,6,3,3,27,27,1,1,5.75,688000,20.93,21.18,5,5,0,0,PT06,99,9999,12/31/9999,3,7,7,7,7,3,7,7,7,7,2,1
2023,2749719,Boston,25,001,12700,0127.00,17.277,96488,107577,28389,124300,1023750,75,2023,2023,1,01,0,360,360,01,1,0,5,8,1,4,51,998,1,4,6.25,1023750,27.61,43.99,4,9,0,1,PT10,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2749720,Boston,25,017,14460,3686,44.467,118699,123334,8057,141300,560000,70,2023,2023,1,01,0,360,360,01,1,0,5,8,2,4,54,998,1,2,6.25,560000,49.02,49.02,5,9,0,1,PT04,99,9999,12/31/9999,1,7,7,7,7,5,8,8,8,8,2,1
2023,2749721,Boston,25,005,39300,6502.02,23.503,90785,94723,6442,108300,288000,80,2023,2023,1,01,0,360,360,01,1,0,6,8,2,4,45,998,1,1,6,288000,33.14,39.55,5,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2749722,Boston,25,017,14460,3683,49.384,104732,123334,5320,141300,250000,39,2023,2023,1,01,0,360,360,01,1,0,5,8,2,4,36,998,1,1,5.375,250000,41.7,42.92,5,9,0,1,PT06,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2749723,Boston,25,009,14460,2526.01,33.743,101988,123334,5885,141300,332350,85,2023,2023,1,01,0,360,360,01,1,1,6,8,2,4,62,998,1,1,5.5,332350,44.13,45.42,5,9,12,0,PT06,99,9999,12/31/9999,3,7,7,7,7,5,8,8,8,8,2,1
2023,2749724,Boston,25,023,14460,5107,74.101,101157,123334,4191,141300,132800,80,2023,2023,1,01,0,360,360,01,1,1,6,8,2,4,52,998,1,1,6.5,132800,32.12,35.03,3,9,0,0,PT06,99,9999,12/31/9999,1,7,7,7,7,5,8,8,8,8,2,1
2023,2749725,Boston,25,021,14460,4203.01,71.652,90954,116181,13413,133300,546504,75,2022,2023,2,01,0,360,360,01,1,0,6,8,2,4,63,998,1,1,6.5,547500,33.9,36.73,5,9,0,0,PT01,99,9999,12/31/9999,3,7,7,7,7,5,8,8,8,8,2,1
2023,2749726,Boston,23,005,38860,0111.00,13.213,63194,95979,6931,108500,288000,84,2023,2023,1,01,0,360,360,01,2,1,5,5,2,1,35,38,1,1,5.875,288000,33.62,36.39,5,5,12,0,PT06,99,9999,12/31/9999,1,7,7,7,7,2,7,7,7,7,2,1
2023,2749727,Boston,23,005,38860,0048.02,8.121,105701,95979,5967,108500,275000,80,2023,2023,1,01,0,360,360,01,2,0,5,6,2,3,72,67,1,1,6.75,275000,35.94,41.65,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,3,7,7,7,7,2,1
2023,2749728,Boston,25,023,14460,5062.06,4.193,92500,123334,13901,141300,260000,79,2023,2023,1,01,0,360,360,01,2,0,5,5,2,1,64,61,1,1,5.875,260000,17.39,39.5,5,5,0,0,PT06,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2749729,Boston,25,023,14460,5422,9.903,89617,123334,9382,141300,337400,70,2023,2023,1,01,0,360,360,01,3,1,5,5,1,2,34,81,1,1,5.875,337400,36.23,49.71,4,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2749730,Boston,25,009,14460,2107,44.062,55119,123334,13109,141300,369000,90,2023,2023,1,01,0,360,360,01,2,1,5,5,2,1,32,29,1,1,5.875,369000,21.82,36.44,4,4,30,0,PT06,99,9999,12/31/9999,1,7,7,7,7,1,7,7,7,7,2,1
2023,2749731,Boston,25,005,39300,9855,36.045,119893,94723,12698,108300,475000,95,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,31,31,1,1,6.375,475000,32.02,49.63,5,3,30,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2749732,Boston,44,007,39300,0011.00,35.78,81346,89555,13039,99600,318248,90,2022,2023,1,01,0,360,360,01,2,0,5,5,3,3,43,35,2,1,6.125,319500,25.14,36.99,5,5,25,1,PT06,99,9999,12/31/9999,1,7,7,7,7,1,7,7,7,7,2,1
2023,2749733,Boston,25,007,47240,2003,17.802,111667,115886,14573,130000,350000,23,2023,2023,1,01,0,240,240,01,2,0,5,5,2,1,61,63,2,1,6,350000,3.8,24.61,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2749734,Boston,25,001,12700,0149.00,11.332,122358,107577,14780,124300,547000,60,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,65,56,1,1,6,550000,24.78,38.66,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2749735,Boston,25,001,12700,0109.00,11.854,105364,107577,24147,124300,311696,80,2023,2023,1,01,0,360,360,01,2,0,5,6,2,1,57,58,2,1,6.125,312000,11.04,33.16,5,4,0,0,PT06,99,9999,12/31/9999,3,7,7,7,7,3,7,7,7,7,2,1
2023,2749736,Boston,25,007,47240,2002,26.643,125982,115886,9584,130000,550000,76,2023,2023,1,01,0,360,360,01,1,0,6,8,2,4,44,998,1,1,6,550000,39.01,42.66,5,9,0,0,PT01,99,9999,12/31/9999,3,7,7,7,7,5,8,8,8,8,2,1
2023,2749737,Boston,23,017,99999,9651,6.279,54063,70228,5392,80600,325000,87,2023,2023,1,01,0,360,360,01,2,1,5,5,1,2,35,30,1,1,6.25,325000,43.19,43.93,5,5,25,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2749738,Boston,23,005,38860,0033.00,17.737,96761,95979,10349,108500,361050,87,2023,2023,1,01,0,360,360,01,2,1,5,5,1,2,34,33,1,1,6.5,361050,26.12,29.97,5,5,25,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2749739,Boston,25,005,39300,6134,20.862,94293,89555,14360,99600,388290,95,2022,2023,1,01,0,360,360,01,2,0,3,3,1,2,66,68,1,1,6.25,389405,20.22,40.69,5,4,30,0,PT06,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2749740,Boston,25,021,14460,4025,14.023,193889,116181,16235,133300,506291,80,2022,2023,1,01,0,360,360,01,2,1,6,6,3,3,34,35,1,1,6.125,508000,23.29,24.73,5,5,0,0,PT01,99,9999,12/31/9999,3,7,7,7,7,3,7,7,7,7,2,1
2023,2749741,Boston,25,025,14460,1401.07,73.11,97404,116181,15185,133300,518476,80,2022,2023,1,01,0,360,360,01,2,1,6,6,1,2,42,47,1,1,6.125,520000,23.39,27.38,5,5,0,0,PT01,99,9999,12/31/9999,1,7,7,7,7,1,7,7,7,7,2,1
2023,2749742,Boston,25,017,14460,3414,65.14,77500,123334,9322,141300,312681,42,2023,2023,6,01,0,360,360,01,1,0,6,8,3,4,29,998,1,2,6,315000,26.88,31.98,5,9,0,0,PT04,99,9999,12/31/9999,3,7,7,7,7,5,8,8,8,8,2,1
2023,2749743,Boston,25,023,14460,5421.01,9.342,99654,123334,15231,141300,661500,90,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,35,29,1,1,6.375,661500,32.65,43.16,5,3,25,0,PT01,99,9999,12/31/9999,1,7,7,7,7,1,7,7,7,7,2,1
2023,2749744,Boston,25,021,14460,4563.01,55.875,78458,123334,10833,141300,465000,88,2023,2023,1,01,0,360,360,01,1,1,2,8,1,4,24,998,1,1,6.25,465000,33.06,33.65,5,9,25,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2749745,Boston,50,011,15540,0104.00,7.085,95875,100684,16405,115700,488000,80,2023,2023,2,01,0,360,360,01,2,0,5,5,2,1,32,31,1,1,6.375,488000,23.76,29.9,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2749746,Boston,50,011,15540,0108.00,12.642,78889,100684,7737,115700,280000,65,2023,2023,2,01,0,360,360,01,1,0,5,8,1,4,34,998,1,1,6.625,280000,30.41,39.96,3,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2749747,Boston,50,011,15540,0110.00,8.553,103382,100684,18750,115700,513000,95,2023,2023,1,01,0,360,360,01,1,0,5,8,1,4,34,998,1,1,6,513000,22.35,35.58,5,9,30,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2749748,Boston,25,005,39300,6171.02,8.426,108558,89555,9553,99600,580500,90,2022,2023,1,01,0,360,360,01,2,0,5,5,1,2,46,44,1,1,6.875,580500,49.27,49.27,4,3,25,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2749749,Boston,25,001,12700,0135.00,9.965,142698,99410,23915,115600,460000,80,2022,2023,1,01,0,360,360,01,2,0,5,5,1,1,53,59,1,1,6.25,460000,16.08,22.18,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2749750,Boston,33,011,31700,0230.02,11.954,101406,103238,15191,114500,632000,80,2022,2023,1,01,0,360,360,01,1,0,5,8,2,4,38,998,1,1,6.375,632000,36.3,41.47,5,9,0,1,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2749751,Boston,23,005,38860,0115.00,6.752,98125,95979,6461,108500,375250,95,2023,2023,1,01,0,360,360,01,2,1,3,3,2,1,40,40,1,1,6.375,375250,44.45,44.45,3,5,30,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2749752,Boston,25,005,39300,6111.01,13.126,116731,89555,12350,99600,612000,85,2022,2023,1,01,0,360,360,01,1,0,5,8,2,4,44,998,1,2,6.875,612000,38.87,40.55,4,9,12,1,PT04,99,9999,12/31/9999,1,7,7,7,7,5,8,8,8,8,2,1
2023,2749753,Boston,23,005,38860,0045.02,10.672,107426,95979,17603,108500,202400,80,2023,2023,1,01,0,360,360,01,3,0,6,6,3,3,57,75,1,1,6.375,202400,9.43,13.81,5,5,0,1,PT06,99,9999,12/31/9999,3,7,7,7,7,3,7,7,7,7,2,1
2023,2749754,Boston,25,005,39300,6304,20.242,140266,94723,23011,108300,486000,90,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,33,31,1,1,6.375,486000,16.76,30.31,4,3,25,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2749755,Boston,09,001,14860,0808.00,32.035,111054,120156,7838,135900,324000,80,2022,2023,1,01,0,360,360,01,1,0,5,8,1,4,54,998,1,1,7,324000,35.18,39.76,5,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2749756,Boston,50,005,99999,9575,11.737,50568,82488,8895,94700,173040,88,2023,2023,1,01,0,360,360,01,2,1,5,5,2,1,23,26,1,1,6.875,173040,18.88,24.25,4,4,30,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2749757,Boston,25,017,14460,3398.04,45.044,101522,123334,19109,141300,440000,80,2023,2023,1,01,0,360,360,01,2,1,3,5,1,2,31,26,1,1,5.875,440000,16.35,18.28,5,5,0,0,PT06,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2749758,Boston,25,023,14460,5308.01,7.328,125141,116181,7489,133300,358275,85,2022,2023,1,01,0,360,360,01,1,1,6,8,3,4,26,998,1,1,5.99,360000,36.19,39.53,3,9,12,0,PT01,99,9999,12/31/9999,3,7,7,7,7,5,8,8,8,8,2,1
2023,2749759,Boston,25,023,14460,5041.01,9.523,182841,123334,23666,141300,720000,80,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,35,35,1,1,5.875,720000,22.84,26.48,4,4,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2749760,Boston,51,510,47900,2007.05,26.723,198438,133228,11701,150400,347685,80,2023,2023,2,01,0,180,180,01,1,0,5,8,1,4,45,998,1,1,5.375,347685,32.48,36.87,5,9,0,0,PT06,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2749761,Boston,25,005,39300,6171.02,8.426,121683,94723,9374,108300,341600,80,2023,2023,6,01,0,240,240,01,1,0,5,8,2,4,44,998,1,1,6.375,341600,31.57,48.46,3,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2749762,Boston,25,001,12700,0145.00,14.45,90030,107577,16687,124300,408000,80,2023,2023,1,01,0,360,360,01,1,0,5,8,1,4,68,998,2,1,6.375,408000,2.36,33.99,5,9,0,1,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2749763,Boston,25,001,12700,0104.00,9.268,114760,107577,19967,124300,271200,80,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,65,68,2,1,6.625,271200,19.69,45.99,2,3,0,0,PT06,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2754867,Boston,23,019,12620,0313.00,6.406,86615,73570,6080,88000,289500,75,2023,2023,6,01,0,360,360,01,2,0,5,5,1,2,56,64,1,1,6,289500,33.99,36.51,5,5,0,1,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2754868,Boston,33,009,30100,9615,8.152,105385,92986,11781,115100,310000,94,2023,2023,1,01,0,360,360,01,2,0,3,3,1,2,44,40,1,1,6.5,310000,22,40.75,4,4,30,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2754869,Boston,25,015,44140,8216.02,20.268,121964,84250,6169,94600,277500,75,2023,2023,1,01,0,360,360,01,1,0,5,8,1,4,33,998,1,1,6,277500,36.66,37.5,5,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2754870,Boston,25,013,44140,8134.04,13.659,140368,84250,21948,94600,631200,80,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,47,41,1,1,6.125,631200,24.12,36.38,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2754871,Boston,25,025,14460,0705.01,27.081,200694,123334,30834,141300,600000,47,2023,2023,1,01,0,360,360,01,1,1,5,8,2,4,30,998,1,1,5.625,600000,16.18,16.31,5,9,0,0,PT06,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2754872,Boston,25,025,14460,0707.00,45.706,139531,123334,30894,141300,425000,37,2023,2023,1,01,0,360,360,01,2,0,5,5,1,1,60,69,1,1,5.875,425000,11.04,26.53,5,5,0,0,PT06,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2754873,Boston,44,007,39300,0111.00,87.364,45096,94723,9096,108300,256405,95,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,27,26,1,1,5.875,256405,23.14,46.33,3,3,30,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2754874,Boston,25,021,14460,4091.02,9.261,181553,123334,12377,141300,280000,45,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,71,66,1,1,5.5,280000,22.78,28.75,5,5,0,1,PT06,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2754875,Boston,44,003,39300,0217.00,17.272,64263,94723,7195,108300,380000,95,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,44,40,1,1,6.25,380000,40.36,48.95,5,5,30,0,PT01,99,9999,12/31/9999,1,7,7,7,7,1,7,7,7,7,2,1
2023,2754876,Boston,25,001,12700,0118.02,13.094,111875,107577,18431,124300,630000,90,2023,2023,1,01,0,360,360,01,2,0,5,5,2,1,38,33,1,1,6.25,630000,25.5,48.31,5,4,25,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2754877,Boston,50,007,15540,0001.00,21.824,110303,100684,7133,115700,208500,95,2023,2023,1,01,0,360,360,01,1,1,5,8,2,4,47,998,1,1,6.5,208500,26.51,35.11,5,9,30,0,PT06,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2754878,Boston,33,007,13620,9502,6.271,64741,91843,15414,106500,486000,81,2023,2023,2,01,0,360,360,01,2,0,5,5,1,2,26,27,1,1,6.25,486000,20.64,25.09,4,5,12,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2754879,Boston,25,027,49340,7191,9.455,126039,101434,30208,115600,677250,75,2023,2023,1,01,0,360,360,01,2,0,5,5,2,1,57,57,1,1,6.125,677250,16.46,32.92,5,5,0,1,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2754880,Boston,25,021,14460,4112,20.287,187426,123334,27058,141300,160000,19,2023,2023,6,01,0,240,240,01,2,0,5,5,1,2,65,61,1,1,6.125,160000,7.99,13.35,4,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2754881,Boston,25,017,14460,3412,60.017,77305,123334,13916,141300,300000,45,2023,2023,1,01,0,360,360,01,1,1,6,8,1,4,34,998,1,1,6.625,300000,19.89,20.33,4,9,0,0,PT01,99,9999,12/31/9999,3,7,7,7,7,5,8,8,8,8,2,1
2023,2754882,Boston,25,007,47240,2002,26.643,125982,115886,14953,130000,310000,39,2023,2023,6,01,0,360,360,01,1,0,3,8,2,4,62,998,1,1,6,310000,16.92,39.01,4,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2754883,Boston,25,007,47240,2004,14.917,145938,115886,14489,130000,726200,55,2023,2023,1,01,0,360,360,01,2,0,6,6,1,2,34,32,1,1,6.125,726200,38.76,40.09,5,5,0,1,PT01,99,9999,12/31/9999,3,7,7,7,7,3,7,7,7,7,2,1
2023,2754884,Boston,12,103,45300,0285.00,15.83,83045,76841,8260,89400,279200,80,2023,2023,1,01,0,360,360,01,1,0,5,8,2,4,62,998,1,1,5.75,279200,27.43,42.68,5,9,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2754885,Boston,48,201,26420,4124,25.716,250001,86054,9534,94100,360000,80,2023,2023,1,01,0,360,360,01,2,1,2,5,2,1,39,34,1,1,6.25,360000,34.52,42.99,5,4,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2754886,Boston,25,017,14460,3504,20.691,140306,123334,21191,141300,660000,67,2023,2023,1,01,0,360,360,01,1,1,6,8,3,4,30,998,1,1,5.875,660000,23.33,24.94,5,9,0,0,PT06,99,9999,12/31/9999,3,7,7,7,7,5,8,8,8,8,2,1
2023,2754887,Boston,25,027,49340,7394.01,35.505,150017,101434,6652,115600,215000,50,2023,2023,2,01,0,360,360,01,1,0,6,8,2,4,44,998,1,1,6.5,215000,27.74,37.74,4,9,0,0,PT01,99,9999,12/31/9999,3,7,7,7,7,5,8,8,8,8,2,1
2023,2754888,Boston,25,017,14460,3223,24.327,106229,123334,14550,141300,195000,75,2023,2023,6,01,0,360,360,01,1,0,2,8,2,4,51,998,1,1,7,195000,13.61,37.55,2,9,0,0,PT06,99,9999,12/31/9999,2,7,7,7,7,5,8,8,8,8,2,1
2023,2754889,Boston,25,023,14460,5423.01,11.991,83841,123334,9821,141300,428250,95,2023,2023,1,01,0,360,360,01,2,1,6,6,3,3,33,27,1,1,6.125,428250,33.68,42.76,4,4,30,0,PT01,99,9999,12/31/9999,3,7,7,7,7,3,7,7,7,7,2,1
2023,2754890,Boston,25,005,39300,9856,14.495,143661,94723,12412,108300,600000,57,2023,2023,1,01,0,360,360,01,1,0,6,8,3,4,36,998,1,1,6.375,600000,38.37,46.83,4,9,0,1,PT01,99,9999,12/31/9999,3,7,7,7,7,5,8,8,8,8,2,1
2023,2754891,Boston,25,023,14460,5441,9.372,83545,123334,19678,141300,506400,80,2023,2023,1,01,0,360,360,01,2,1,6,6,3,3,30,28,1,1,6.375,506400,20.12,23.27,5,5,0,0,PT01,99,9999,12/31/9999,3,7,7,7,7,3,7,7,7,7,2,1
2023,2754892,Boston,25,003,38340,9004,18.6,68250,84485,10582,92500,279337,80,2023,2023,1,01,0,360,360,01,2,1,5,5,1,2,32,32,1,1,6.25,280000,21.27,29.16,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2754893,Boston,25,023,14460,5021.02,17.045,118375,123334,13463,141300,359900,79,2023,2023,1,01,0,360,360,01,2,0,5,5,2,1,33,37,1,1,6.25,359900,22.33,29.03,4,5,0,1,PT06,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2754894,Boston,25,005,39300,6441.01,8.468,105389,94723,6904,108300,292500,75,2023,2023,1,01,0,360,360,01,2,0,5,5,2,1,31,31,1,1,6.125,292500,33.89,45.88,5,4,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2754895,Boston,25,001,12700,0118.02,13.094,111875,107577,11130,124300,300000,39,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,80,79,2,1,6.375,300000,7.24,41.32,5,5,0,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
2023,2754896,Boston,25,017,14460,3826.02,25.639,175238,123334,10964,141300,622000,80,2023,2023,1,01,0,360,360,01,2,1,5,5,2,1,33,37,1,1,5.875,622000,40.81,42.7,5,5,0,0,PT01,99,9999,12/31/9999,3,7,7,7,7,3,7,7,7,7,2,1
2023,2754897,Boston,25,001,12700,0101.00,14.956,96979,107577,22718,124300,420000,75,2023,2023,1,01,0,360,360,01,2,0,5,5,1,1,38,38,2,1,6.125,420000,13.4,28.58,5,5,0,0,PT06,99,9999,12/31/9999,2,7,7,7,7,1,7,7,7,7,2,1
2023,2754898,Boston,44,007,39300,0134.00,21.117,142500,94723,22867,108300,526500,90,2023,2023,1,01,0,360,360,01,2,0,5,5,1,2,28,32,1,1,6.25,526500,16.96,26.56,4,5,25,0,PT01,99,9999,12/31/9999,2,7,7,7,7,2,7,7,7,7,2,1
